path,label,label_id,file_hash,width,height
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0013.jpg,tumor,1,3b7b3ee8c1b828b249ec8362b9163258552263f98c9e817f928a0c7203864e54,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0014.jpg,tumor,1,56405c10517d5ff97ded43ff3d2b07e0b5a7a62cb7bc4c8b148e4dd9e662c2cd,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0015.jpg,tumor,1,59bd1f9c9b39d6914450e652be61572aa67e3e52f9b565ea1d584be9ae487124,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0016.jpg,tumor,1,1412f5e51efc4173787cd8d1d3112ff1ecd315b7979b675c5b886a339523c0aa,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0017.jpg,tumor,1,0e9f303e3494540dc1cb1cc88fed0e21e0ee2266147fe79dcb43346c46f1c010,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0018.jpg,tumor,1,84706e9ed0c156bb9c26792dcc3db73aae2950942eab52fd59fc3937fb82dd7c,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0019.jpg,tumor,1,74361d9da7838b3530a0903670cdbdec6513cf302ad72b9c83b8c8fc7f497697,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0020.jpg,tumor,1,5f381e4b3e73a8c270cc525e6d51ab47f332dcc61156a9b5da4d05fb69a27737,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0021.jpg,tumor,1,6867d98872346fb442cff19f2e1326970dc190182ba263d25bf2625fc005b8d7,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0022.jpg,tumor,1,b924ee795c7f1e4cc298a6316e263d2d0006dfd9f6b3f991540bd9d6df7b9239,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0023.jpg,tumor,1,8a5051a89ee412cda0cf711cb2c251c16cf24b49a353f5c273080ae497a8c287,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0024.jpg,tumor,1,d7be4496fa795284bca3d0b25873d4c46eb6cf9d1a28b1d176144a5473d91529,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0025.jpg,tumor,1,f54205647aa37f0362d44e0eeec99589ae01037820c1ff9af4ff958e7b6e7057,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0026.jpg,tumor,1,bbed35264d4e7020dc0245db45bd76b20a80784edcd243f28a32698712353db4,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0027.jpg,tumor,1,d4d71f8644b39a0d6965aa5f231cca2c7b5c27044f99f784a692acbb45b7c2f4,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0028.jpg,tumor,1,46cc22b720ccaecbee982d781b72c2b3bba07656f2019467cd95060f44c91582,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0029.jpg,tumor,1,752b187fe84156c44d2db5b59c5d20313fbc84fd9ac529072480b3555d70b55b,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0030.jpg,tumor,1,1444789d7060743729c1f1839f68a466d55baf2e9acab75c66f1248039373d00,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0031.jpg,tumor,1,39e358477374a50436c2736593dc5cc0d9992e7eb507fff20ea4685ecdeef0ae,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0032.jpg,tumor,1,f41223cf5f16b3d6344ce5b3c5a8fe3bf2b7e10a5e6bb02ba8191e48a706be0d,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0033.jpg,tumor,1,5af5b36450175af1b0747965c05861a7d06296cbe7ed51eacaba0e7222c6082c,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0034.jpg,tumor,1,491436918a8960474f538591f328e4b6456d331a75f45d0c3101a0831bb589c1,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0035.jpg,tumor,1,67309217514ff63bad0a7c7a2c7ef0afe64c43b0d01ee87634299ebea8db4ff1,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0036.jpg,tumor,1,60e2ff678167ca39e22adeb74e43956c8ac9fe87fa954b537a8baa432a13de73,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0037.jpg,tumor,1,eeeddd472c2118773083dbb57db808c24bb0e2243357a98bfd0b09c4a62c85ee,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0038.jpg,tumor,1,a13efc14b730d2a9ee6dbb554ea4b57a5f89b3b1400f106a0c2a3777bc865732,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0039.jpg,tumor,1,1c315ae264171666a9693f33794d3766f5dd4cba3d2a157d14db024a43901432,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0040.jpg,tumor,1,82444390a96f3292242823338c52b9310ee7c5eed55185f9e8456d2f383b14c6,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0041.jpg,tumor,1,6df21beef336a623fed4018d6a4684a12b8fe51bb3244035ac3b4f665794face,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0042.jpg,tumor,1,f7d0e742488c6e1bcb1dd20e37ab675fd73eadef4e320df4c56028e1fabc888d,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0043.jpg,tumor,1,50efcbb9a7def31281f373f2bb8a552dbbd3e2eea4abe7ca9577146f10a05fd2,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0044.jpg,tumor,1,d20cb5446f49480f7471797374a9f2651714497dc965d782597be7639b130823,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0045.jpg,tumor,1,a961e4ec55d9fc91125eccb6a83d88375ca138d3936c937237eb4a6969922e67,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0046.jpg,tumor,1,94d17d5ce771146fd499abd4527da69aff3b055e5efd552e72acd29e6dcf6a0b,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0047.jpg,tumor,1,a874422003b0970623de1585f24c41741873e80578209c6b3a07c63961c1530d,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0048.jpg,tumor,1,9ad73da92890301f2fc3b7c4f6f28123f5cc880a58772b4b69d8fda391181acd,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0049.jpg,tumor,1,116a8096eaffd839cc9443d55b0fe140cce3067a7e7cda3ed6188b3d54fc57fd,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0050.jpg,tumor,1,69220183b3c0b29ca43c5a64b2e633917c6153e42d3373da6f03fde91c8fd8d3,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0051.jpg,tumor,1,5b7a3cbae3883d2f4933920cdca94c21e518ad8f961dec14a05dcdfc980a1518,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0052.jpg,tumor,1,51e46edb5bf74416f4437c7f464a195d9c1145637d15f6eb99cad1b38a28cc99,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0053.jpg,tumor,1,b7acb409409cd85f0194ab7834c4a4f8226195b11b991f1effed9fc9cf45aa14,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0054.jpg,tumor,1,d090e82a0ed00681579ebd2d00bd2f1da4924f3ed5c3aec09da15282c5acdbff,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0055.jpg,tumor,1,7c4348f0282d8b0d67e615af7bf5fcb86f96cc689dff543eeaa24598de21866b,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0056.jpg,tumor,1,abfd6257cc629cb65e2645f900d71b8bd81085b04dbcdc8dd79b726572b70842,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0057.jpg,tumor,1,eabc54559c52c046e18232ae239759a8109503cd78c5385b191757a7ae3dc7e4,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0058.jpg,tumor,1,63d9647a0d7c1b05b50082309d7bbf973fedfb0402dbb2d916d7ae6e93fb62be,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0059.jpg,tumor,1,9fd087f86829b63b251e868568a13e466757b4dd5a274b9d99fa3e959fd7dace,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0060.jpg,tumor,1,80696d8d0b975f7aeaf22db216157e46152a23cb4b83650e3e0c460da1872c81,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0061.jpg,tumor,1,bb29bc10c47c025697ceab474ee0e6483756652c3eaa111c53c67fa1fd888a12,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0062.jpg,tumor,1,b90ecd085a0a477da778131df57531a11063757a33996830c62ddc605a00ec2f,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0063.jpg,tumor,1,89fab73f641f7493e755433f01c28b6e05b0df2ebc869e53608b033dbeb6dd59,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0064.jpg,tumor,1,23929261c95c77154e6f95e4d5eb1f588e49f157c3651646180b22da1314187e,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0065.jpg,tumor,1,f615da22f518d5b3b82b4a4cd328c2830fc6ca580926828d9faa25d17a984b87,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0066.jpg,tumor,1,eb195f9e65c3e4f93a22b6169774b695c01901f6a1bd5106be6afb9c89181f1a,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0067.jpg,tumor,1,ddba259daa3fbf770025cabff33c6d1dbcf98d3bba41c2a4e5b832959e748bcc,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0068.jpg,tumor,1,e99b95416e9f1dacf0ca4b30d61c6084e6942b1359bca36a012bdc94bdc20a3b,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0069.jpg,tumor,1,1400f475a9b0d9d0a4da043d030fe05686d951439975a59c646fd12b055511ec,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0070.jpg,tumor,1,441e593fa3ae54ef5fa17e788b1e36a80839c815740825cc7620f37ef86d1a37,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0071.jpg,tumor,1,6b7f500b517288e45f4701d154161ab48f570068974b92752ab8709447950703,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0072.jpg,tumor,1,3830fa89186bf90b1034b657898b56e4ee2416eaf9bf7c6c79084efde5ae4147,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0073.jpg,tumor,1,470c6144e1a1215fc7a2c715013427bc1c99270841006a3b9f2ae5ce82176de8,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0074.jpg,tumor,1,205eadf34e51eba75a548a3fa91f8f102acc60f0730f156e95cd6d406756b0e8,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0075.jpg,tumor,1,b48cc5df93f076cb424504219faa5683ecb7538f0e8af0b331f0aa2e04f24ac0,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0076.jpg,tumor,1,928b812bba938a8ca461e85fd231accd917e195b6f482114e3f57103285847c2,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0077.jpg,tumor,1,04758129e4627093abd84496c8c6326b62f022202b3adde150d294d35f5b47dd,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0078.jpg,tumor,1,7e059c4f963f09b78e2e854da43e940f0992473d110d503363ec275bcd1546ed,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0079.jpg,tumor,1,f65c46f6667ee0df250bd7917a4c946e7e347207fbabf3567ab197fc87e0c973,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0080.jpg,tumor,1,5c4325f9d165d8aa3e7ab7c42163123d37145fd8a98c3e3585932e3323ce2fdc,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0081.jpg,tumor,1,1ae07beac9ffff485a8d22e9609e16e8d4ccceaf5183003875cdab4ca609dd2a,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0082.jpg,tumor,1,461c278e65baeba1a53e3a733677567ea389d81353f6ad9ec74d70018e3d1aef,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0083.jpg,tumor,1,f7d0f51618225578e6ba426a4bc8306e9c500b231876a0760ffee3702a7863da,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0084.jpg,tumor,1,6c0dfe4b84f809fc972b89e5d716c8503cb25f0da9cc8992230c17bf93d4e190,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0085.jpg,tumor,1,eb46bea9be19adffb5918a8670dfe66ad6b5e03686639aebf054c947ed1cd63c,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0086.jpg,tumor,1,64c576383e0de9f4a278e9e80e19a4429270d631d9ae74fbde11775696b11509,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0087.jpg,tumor,1,96781963fd8c15d445b97106c556f4d728dfc7e87f0741b4c7a65fbe467e5407,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0088.jpg,tumor,1,1bcea581efcc9aae8ba7f77960a43f250afc3d1513b252bd55af3cb1969d2aa1,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0089.jpg,tumor,1,f3bb311e7c4bb45381d5aa9b826c9fb02f004599daba97e96b751dba854685f7,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0090.jpg,tumor,1,3e1eae7932e29e7730c5aaf88beae2ff3e59bb833dd82276290ba6d20d0a69d4,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0091.jpg,tumor,1,3a5ee71b5d21befecbba842ecc8140fbc9d592d8fe8654d4ce533789d564ed32,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0092.jpg,tumor,1,5dae534b547f6de3f01606c1fcb192006e1705db0d920d8614382a625fc14e7f,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0093.jpg,tumor,1,18a7abdb3b9aaa94fa5b869c3c5f607e374209812c759b255fe3c0c8d2ba6981,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0094.jpg,tumor,1,1308b2078ae8de0fc265d08c0e704109245fbc9e4dc2ea80ea960c1cf65386dc,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0095.jpg,tumor,1,dfa769fb498d12f6f605aeb560ca214ba476b4d4046495a8c08e48718e0bfe56,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0096.jpg,tumor,1,26a87c6c7c2a1620b783d12dfbd3ade4f486dd5d21364e08b77cd48237a2e199,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0097.jpg,tumor,1,6f943b0e5d3d780ee4ff763597650d2c04b66ac08fded0efc0034a36e73b8846,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0098.jpg,tumor,1,6277d7b752bef17a567565d0078e07111ade8b3365c1f2d4ba3839b04e91a6e3,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0099.jpg,tumor,1,8fc64ad2589ff8bcd3ed24e8a4730eadd997f17f1a64f509beb3952cef3a5c50,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0100.jpg,tumor,1,1b1df8c2b4e4eced7e40cf9d04dde675e894072b17d49ecb1f59b773a91276e3,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0101.jpg,tumor,1,efa6cb8d93961598deb3931568d2a946cd18e8240218032eaea0dd1343c016a4,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0102.jpg,tumor,1,ec9998f5cfb7df9292de957f06c3c606f218f434ff5f7afb9c0362ee251febca,512,512
C:\Users\baral\Downloads\IPPR project\NeuroScan_Brain_Tumor_Classifier\data\brain_tumor_dataset\brain-tumor-mri-dataset\glioma\gl-0103.jpg,tumor,1,7a7c648d8511a426a08d6bb1223a96c69d2f789e7706d4af3bc5a5c615818b70,512,512
